nmun,desciel,dh,dirvienc,dirvieng,dpt,dsem,hloc,hr,ides,idmun,lat,lon,nes,nhor,prec,probprec,raf,temp,velvien
Ixcateopan de Cuauhtémoc,Cielo cubierto,6,Sur,174.64,22.00,Lunes,2023-09-11 14:00:00,67.96,12,37,18.5025,-99.7936,Guerrero,114, 0.27, 0.00, 5.76,24.78, 5.40
Ixcatepec,Despejado,6,Este,105.48,28.36,Lunes,2023-09-11 14:00:00,29.32,30,78,21.2376,-98.0060,Veracruz de Ignacio de la Llave,114, 0.00, 0.00,10.98,37.88, 9.85
Ixhuacán de los Reyes,Medio nublado,6,Este,87.01,19.49,Lunes,2023-09-11 14:00:00,53.62,30,79,19.3559,-97.1153,Veracruz de Ignacio de la Llave,114, 0.15, 0.00,12.00,23.93, 8.72
Ixhuatlancillo,Cielo nublado,6,Este,96.00,17.94,Lunes,2023-09-11 14:00:00,52.07,30,81,18.8979,-97.1489,Veracruz de Ignacio de la Llave,114, 0.28, 0.00,11.78,22.53, 8.87
Ixhuatlán de Madero,Despejado,6,Sureste,140.17,27.25,Lunes,2023-09-11 14:00:00,46.43,30,83,20.6894,-98.0126,Veracruz de Ignacio de la Llave,114, 0.00, 0.00,10.71,33.14, 9.15
Ixhuatlán del Café,Cielo nublado,6,Este,96.25,22.93,Lunes,2023-09-11 14:00:00,55.12,30,80,19.0512,-96.9843,Veracruz de Ignacio de la Llave,114, 0.13, 0.00, 9.11,27.28, 7.99
Ixhuatlán del Sureste,Cielo nublado,6,Norte,22.24,29.93,Lunes,2023-09-11 14:00:00,69.25,30,82,18.0228,-94.3937,Veracruz de Ignacio de la Llave,114, 1.09, 0.00,10.66,32.74, 9.01
Ixhuatán,Cielo nublado,6,Oeste,287.56,22.82,Lunes,2023-09-11 14:00:00,77.79,7,42,17.2933,-93.0084,Chiapas,114, 1.08,95.00, 8.20,24.64, 7.78
Ixil,Cielo cubierto,6,Noreste,33.95,28.93,Lunes,2023-09-11 14:00:00,57.30,31,39,21.1530,-89.4812,Yucatán,114, 0.10,95.00,16.70,33.21,14.77
Ixmatlahuacan,Cielo nublado,6,Sur,180.17,29.24,Lunes,2023-09-11 14:00:00,59.75,30,84,18.4486,-95.8299,Veracruz de Ignacio de la Llave,114, 0.01, 0.00, 8.32,33.18, 6.53
Ixmiquilpan,Despejado,6,Noreste,48.99,15.57,Lunes,2023-09-11 14:00:00,25.01,13,30,20.4849,-99.2188,Hidalgo,114, 0.00, 0.00,19.85,25.35,17.98
Ixpantepec Nieves,Cielo cubierto,6,Noroeste,316.22,16.49,Lunes,2023-09-11 14:00:00,45.09,20,65,17.5067,-98.0449,Oaxaca,114, 0.34, 0.00, 8.30,22.05, 7.46
Ixtacamaxtitlán,Cielo nublado,6,Noreste,36.63,12.35,Lunes,2023-09-11 14:00:00,35.91,21,83,19.6236,-97.8166,Puebla,114, 0.00, 0.00,13.14,19.32, 9.94
Ixtacomitán,Cielo nublado,6,Noroeste,315.13,25.50,Lunes,2023-09-11 14:00:00,75.85,7,43,17.4308,-93.0966,Chiapas,114, 0.70,95.00, 6.13,27.54, 4.88
Ixtacuixtla de Mariano Matamoros,Cielo cubierto,6,Sureste,149.90,12.38,Lunes,2023-09-11 14:00:00,31.51,29,15,19.3266,-98.3771,Tlaxcala,114, 0.05, 0.00, 8.86,20.26, 7.15
Ixtaczoquitlán,Cielo cubierto,6,Este,85.60,21.56,Lunes,2023-09-11 14:00:00,51.76,30,85,18.8511,-97.0631,Veracruz de Ignacio de la Llave,114, 0.12, 0.00, 9.66,26.33, 7.57
Ixtapa,Cielo nublado,6,Oeste,290.55,21.86,Lunes,2023-09-11 14:00:00,84.35,7,44,16.8035,-92.9059,Chiapas,114, 1.21,71.67, 5.78,23.08, 5.39
Ixtapaluca,Cielo cubierto,6,Suroeste,216.50,12.93,Lunes,2023-09-11 14:00:00,30.45,15,39,19.3131,-98.8842,Estado de México,114, 0.10, 0.00,12.57,21.09, 9.00
Ixtapan de la Sal,Cielo cubierto,6,Sureste,152.35,16.84,Lunes,2023-09-11 14:00:00,62.07,15,40,18.8446,-99.6758,Estado de México,114, 0.43, 0.00, 8.58,20.15, 7.70
Ixtapan del Oro,Poco nuboso,6,Suroeste,234.95,17.42,Lunes,2023-09-11 14:00:00,64.43,15,41,19.2623,-100.2642,Estado de México,114, 0.35, 0.00,11.52,20.48, 8.63
Ixtapangajoya,Cielo nublado,6,Noroeste,327.22,26.42,Lunes,2023-09-11 14:00:00,70.96,7,45,17.4975,-93.0017,Chiapas,114, 0.44,95.00, 6.58,28.97, 3.97
Ixtenco,Poco nuboso,6,Este,90.22,12.25,Lunes,2023-09-11 14:00:00,32.92,29,16,19.2512,-97.8950,Tlaxcala,114, 0.00, 0.00, 7.26,19.82, 6.60
Ixtepec,Poco nuboso,6,Noreste,39.30,21.02,Lunes,2023-09-11 14:00:00,53.95,21,84,20.0249,-97.6468,Puebla,114, 0.00, 0.00,10.21,25.47, 8.06
Ixtlahuaca,Despejado,6,Noreste,38.79,12.14,Lunes,2023-09-11 14:00:00,30.84,15,42,19.5698,-99.7693,Estado de México,114, 0.07, 0.00,13.13,20.17,11.58
Ixtlahuacán,Poco nuboso,6,Suroeste,224.85,28.31,Lunes,2023-09-11 14:00:00,51.83,6,6,19.0012,-103.7386,Colima,114, 0.27, 0.00,11.49,33.34, 9.42
Ixtlahuacán de los Membrillos,Despejado,6,Sureste,156.55,21.32,Lunes,2023-09-11 14:00:00,37.72,14,44,20.3467,-103.1914,Jalisco,114, 0.00, 0.00,12.22,28.45, 4.22
Ixtlahuacán del Río,Despejado,6,Este,83.18,20.22,Lunes,2023-09-11 14:00:00,24.74,14,45,20.8642,-103.2392,Jalisco,114, 0.00, 0.00,17.32,30.44, 3.31
Ixtlán,Despejado,6,Suroeste,246.78,22.34,Lunes,2023-09-11 14:00:00,24.02,16,42,20.1684,-102.3946,Michoacán de Ocampo,114, 0.00, 0.00,15.45,32.96, 4.78
Ixtlán de Juárez,Cielo cubierto,6,Noreste,34.54,22.02,Lunes,2023-09-11 14:00:00,57.13,20,42,17.3315,-96.4878,Oaxaca,114, 0.86, 0.00, 9.03,26.12, 8.28
Ixtlán del Río,Despejado,7,Noroeste,311.45,22.76,Lunes,2023-09-11 14:00:00,37.75,18,6,21.0351,-104.3689,Nayarit,114, 0.00, 0.00,10.98,29.95, 6.56
Izamal,Cielo nublado,6,Este,81.32,29.65,Lunes,2023-09-11 14:00:00,35.29,31,40,20.9330,-89.0197,Yucatán,114, 0.00,95.00,10.99,37.77,10.98
Iztacalco,Cielo nublado,6,Suroeste,240.28,14.49,Lunes,2023-09-11 14:00:00,25.16,9,6,19.3959,-99.0976,Ciudad de México,114, 0.03, 0.00,12.13,24.13, 8.35
Iztapalapa,Cielo cubierto,6,Oeste,281.99,14.98,Lunes,2023-09-11 14:00:00,26.21,9,7,19.3590,-99.0926,Ciudad de México,114, 0.04, 0.00,11.58,24.36, 7.75
Izúcar de Matamoros,Cielo cubierto,6,Suroeste,210.52,20.68,Lunes,2023-09-11 14:00:00,36.71,21,85,18.6022,-98.4654,Puebla,114, 0.00, 0.00,11.48,27.96, 6.44
Jacala de Ledezma,Despejado,6,Noreste,51.14,19.20,Lunes,2023-09-11 14:00:00,30.31,13,31,21.0083,-99.1886,Hidalgo,114, 0.00, 0.00,15.95,27.83,13.91
Jacona,Despejado,6,Suroeste,221.75,20.34,Lunes,2023-09-11 14:00:00,30.26,16,43,19.9563,-102.3060,Michoacán de Ocampo,114, 0.00, 0.00,15.17,29.04, 7.25
Jala,Despejado,7,Noroeste,305.74,23.71,Lunes,2023-09-11 14:00:00,45.18,18,7,21.1048,-104.4382,Nayarit,114, 0.20, 0.00,10.40,29.60, 6.79
Jalacingo,Cielo cubierto,6,Este,79.67,16.96,Lunes,2023-09-11 14:00:00,52.52,30,86,19.8060,-97.3087,Veracruz de Ignacio de la Llave,114, 0.02, 0.00,14.54,21.46,11.08
Jalapa,Cielo nublado,6,Sureste,146.37,28.87,Lunes,2023-09-11 14:00:00,66.38,27,9,17.7197,-92.8122,Tabasco,114, 0.02,94.21,12.76,31.99, 8.27
Jalcomulco,Medio nublado,6,Este,101.71,25.00,Lunes,2023-09-11 14:00:00,58.96,30,88,19.3317,-96.7618,Veracruz de Ignacio de la Llave,114, 0.00, 0.00, 7.91,28.91, 6.73
Jalostotitlán,Despejado,6,Noreste,39.09,18.94,Lunes,2023-09-11 14:00:00,25.21,14,46,21.1686,-102.4611,Jalisco,114, 0.00, 0.00,18.11,28.92, 6.11
Jalpa,Despejado,6,Sureste,114.80,18.08,Lunes,2023-09-11 14:00:00,25.71,32,19,21.6322,-102.9758,Zacatecas,114, 0.00, 0.00,18.97,27.84, 7.44
Jalpa de Méndez,Medio nublado,6,Noreste,53.27,29.95,Lunes,2023-09-11 14:00:00,52.69,27,10,18.1768,-93.0626,Tabasco,114, 0.17,93.64,16.30,34.90,13.71
Jalpan,Despejado,6,Sureste,114.44,25.52,Lunes,2023-09-11 14:00:00,58.95,21,86,20.4801,-97.9426,Puebla,114, 0.00, 0.00, 6.67,29.45, 6.39
Jalpan de Serra,Despejado,6,Noreste,55.31,21.85,Lunes,2023-09-11 14:00:00,29.18,22,9,21.2168,-99.4729,Querétaro de Arteaga,114, 0.00, 0.00,15.40,30.99,13.04
Jaltenco,Despejado,6,Sureste,136.83,12.54,Lunes,2023-09-11 14:00:00,22.33,15,44,19.7522,-99.0940,Estado de México,114, 0.00, 0.00,13.04,22.88, 8.35
Jaltocán,Despejado,6,Este,98.84,27.83,Lunes,2023-09-11 14:00:00,33.67,13,32,21.1332,-98.5384,Hidalgo,114, 0.00, 0.00, 8.91,36.21, 8.28
Jamapa,Poco nuboso,6,Noreste,49.18,28.68,Lunes,2023-09-11 14:00:00,62.83,30,90,19.0420,-96.2406,Veracruz de Ignacio de la Llave,114, 0.00, 6.67, 7.24,32.22, 6.21
Jamay,Despejado,6,Oeste,259.06,22.77,Lunes,2023-09-11 14:00:00,38.86,14,47,20.2944,-102.7097,Jalisco,114, 0.00, 0.00,16.43,29.75,14.56
Janos,Cielo cubierto,6,Oeste,259.03,20.62,Lunes,2023-09-11 14:00:00,18.88,8,35,30.8873,-108.1898,Chihuahua,114, 0.26, 0.00,28.80,33.03,22.42
Jantetelco,Cielo cubierto,6,Suroeste,211.32,21.78,Lunes,2023-09-11 14:00:00,41.66,17,10,18.7152,-98.7773,Morelos,114, 0.00, 0.00, 9.94,28.17, 7.54
Jaral del Progreso,Despejado,6,Noreste,56.51,20.83,Lunes,2023-09-11 14:00:00,22.45,11,18,20.3765,-101.0640,Guanajuato,114, 0.00, 0.00,14.19,31.85, 7.78
Jaumave,Despejado,6,Este,82.99,19.89,Lunes,2023-09-11 14:00:00,34.60,28,17,23.4051,-99.3757,Tamaulipas,114, 0.10, 0.00,17.89,27.60,14.18
Jerez,Despejado,6,Noreste,53.67,16.19,Lunes,2023-09-11 14:00:00,21.60,32,20,22.6494,-102.9899,Zacatecas,114, 0.00, 0.00,19.71,27.10,19.38
Jerécuaro,Despejado,6,Noreste,52.66,16.78,Lunes,2023-09-11 14:00:00,28.52,11,19,20.1500,-100.5105,Guanajuato,114, 0.00, 0.00,16.23,25.69,11.55
Jesús Carranza,Cielo nublado,6,Suroeste,237.13,29.22,Lunes,2023-09-11 14:00:00,73.99,30,91,17.4349,-95.0263,Veracruz de Ignacio de la Llave,114, 1.30,47.60,16.87,31.53, 9.59
Jesús María,Despejado,6,Noreste,57.46,20.29,Lunes,2023-09-11 14:00:00,27.54,14,48,20.6075,-102.2200,Jalisco,114, 0.00, 0.00,19.67,29.71,11.96
Jilotepec,Despejado,6,Noreste,52.97,13.68,Lunes,2023-09-11 14:00:00,31.18,15,45,19.9528,-99.5328,Estado de México,114, 0.00, 0.00,16.83,21.73,14.05
Jilotlán de los Dolores,Poco nuboso,6,Sur,160.64,26.82,Lunes,2023-09-11 14:00:00,51.19,14,49,19.3706,-103.0197,Jalisco,114, 0.33, 0.00, 8.36,31.90, 7.82
Jilotzingo,Poco nuboso,6,Noreste,59.42, 9.12,Lunes,2023-09-11 14:00:00,27.51,15,46,19.5389,-99.3971,Estado de México,114, 0.05, 0.00,12.85,17.73,11.31
Jiménez,Cielo cubierto,5,Sureste,155.87,27.41,Lunes,2023-09-11 14:00:00,30.82,5,14,29.0703,-100.6742,Coahuila,114, 0.00, 0.00,31.86,36.46,28.05
Jiménez del Teul,Despejado,6,Noreste,60.00,13.37,Lunes,2023-09-11 14:00:00,21.68,32,21,23.2541,-103.7984,Zacatecas,114, 0.00, 0.00,18.16,24.00,12.80
Jiquilpan,Despejado,6,Oeste,275.52,21.52,Lunes,2023-09-11 14:00:00,38.48,16,45,19.9897,-102.7186,Michoacán de Ocampo,114, 0.00, 0.00,13.17,28.49, 5.65
Jiquipilas,Cielo nublado,6,Suroeste,228.24,27.87,Lunes,2023-09-11 14:00:00,73.10,7,46,16.6677,-93.6505,Chiapas,114, 1.86,94.66,11.20,30.23, 6.96
Jiquipilco,Despejado,6,Noreste,47.08,10.61,Lunes,2023-09-11 14:00:00,31.39,15,47,19.5576,-99.6086,Estado de México,114, 0.01, 0.00,13.20,18.41,12.26
Jitotol,Cielo nublado,6,Noroeste,294.56,21.45,Lunes,2023-09-11 14:00:00,76.45,7,47,17.0680,-92.8623,Chiapas,114, 1.41,95.00, 8.13,23.37, 5.64
Jiutepec,Cielo cubierto,6,Sur,199.57,21.35,Lunes,2023-09-11 14:00:00,53.59,17,11,18.8820,-99.1772,Morelos,114, 0.10, 0.00, 8.16,25.86, 8.09
Jocotepec,Despejado,6,Este,95.99,20.61,Lunes,2023-09-11 14:00:00,33.13,14,50,20.2844,-103.4253,Jalisco,114, 0.00, 0.00,11.59,28.69, 6.45
Jocotitlán,Despejado,6,Noreste,47.55,13.14,Lunes,2023-09-11 14:00:00,33.17,15,48,19.7118,-99.7858,Estado de México,114, 0.03, 0.00,13.57,20.71,11.94
Jojutla,Cielo cubierto,6,Sureste,156.46,23.66,Lunes,2023-09-11 14:00:00,54.93,17,12,18.6166,-99.1810,Morelos,114, 0.00, 0.00, 3.97,28.07, 3.10
Jolalpan,Cielo cubierto,6,Sur,183.04,22.54,Lunes,2023-09-11 14:00:00,42.24,21,87,18.3205,-98.8443,Puebla,114, 0.00, 0.00, 6.10,28.86, 2.25
Jonacatepec de Leandro Valle,Cielo nublado,6,Suroeste,215.53,22.08,Lunes,2023-09-11 14:00:00,43.43,17,13,18.6807,-98.8032,Morelos,114, 0.00, 0.00, 9.18,28.17, 7.73
Jonotla,Medio nublado,6,Noreste,45.78,21.29,Lunes,2023-09-11 14:00:00,53.96,21,88,20.0304,-97.5749,Puebla,114, 0.00, 0.00, 9.62,25.74, 8.20
Jonuta,Cielo nublado,6,Noreste,59.33,29.88,Lunes,2023-09-11 14:00:00,54.52,27,11,18.0907,-92.1387,Tabasco,114, 0.00,72.27,13.97,34.56, 7.12
Jopala,Despejado,6,Noreste,53.57,23.50,Lunes,2023-09-11 14:00:00,59.58,21,89,20.1628,-97.6929,Puebla,114, 0.00, 0.00, 7.17,27.29, 6.99
Joquicingo,Cielo cubierto,6,Sureste,144.78,16.85,Lunes,2023-09-11 14:00:00,58.18,15,49,19.0492,-99.5318,Estado de México,114, 0.27, 0.00,11.57,20.63, 8.73
José Azueta,Cielo nublado,6,Noroeste,317.52,28.95,Lunes,2023-09-11 14:00:00,67.25,30,169,18.0756,-95.7080,Veracruz de Ignacio de la Llave,114, 0.09, 0.00,11.27,31.97, 8.44
José Joaquín de Herrera,Cielo cubierto,6,Suroeste,229.12,14.95,Lunes,2023-09-11 14:00:00,68.11,12,79,17.4487,-99.0244,Guerrero,114, 0.43, 0.00, 8.70,17.57, 6.71
José María Morelos,Cielo nublado,5,Noreste,51.42,30.13,Lunes,2023-09-11 14:00:00,35.94,23,6,19.7494,-88.7105,Quintana Roo,114, 0.00,95.00,13.00,38.15, 5.90
José Sixto Verduzco,Despejado,6,Noreste,41.52,22.33,Lunes,2023-09-11 14:00:00,24.60,16,113,20.3022,-101.5969,Michoacán de Ocampo,114, 0.00, 0.00,15.03,32.77, 9.50
Juan Aldama,Despejado,6,Noreste,47.65,15.75,Lunes,2023-09-11 14:00:00,22.76,32,22,24.2905,-103.3936,Zacatecas,114, 0.00, 0.00,14.42,26.22,13.55
Juan C. Bonilla,Cielo nublado,6,Sur,179.42,13.97,Lunes,2023-09-11 14:00:00,33.80,21,90,19.1107,-98.3290,Puebla,114, 0.00, 0.00,10.01,21.45, 8.65
Juan Galindo,Despejado,6,Noreste,49.87,20.68,Lunes,2023-09-11 14:00:00,53.86,21,91,20.2121,-98.0021,Puebla,114, 0.00, 0.00,12.30,25.13, 9.09
Juan N. Méndez,Cielo cubierto,6,Sureste,136.66,17.65,Lunes,2023-09-11 14:00:00,33.71,21,92,18.5400,-97.7723,Puebla,114, 0.00, 0.00,14.81,25.38,13.48
Juan R. Escudero,Cielo cubierto,6,Suroeste,215.50,26.71,Lunes,2023-09-11 14:00:00,59.88,12,39,17.1690,-99.5220,Guerrero,114, 0.35, 0.00, 5.32,30.57, 4.81
Juan Rodríguez Clara,Medio nublado,6,Noroeste,328.36,28.79,Lunes,2023-09-11 14:00:00,68.83,30,94,17.9940,-95.4014,Veracruz de Ignacio de la Llave,114, 0.51,45.81,12.54,31.62,10.19
Juanacatlán,Despejado,6,Sur,192.83,21.58,Lunes,2023-09-11 14:00:00,30.89,14,51,20.5094,-103.1672,Jalisco,114, 0.00, 0.00,15.95,30.22, 4.84
Juchipila,Despejado,6,Sureste,116.75,18.37,Lunes,2023-09-11 14:00:00,25.07,32,23,21.4115,-103.1192,Zacatecas,114, 0.00, 0.00,17.60,28.34, 6.62
Juchique de Ferrer,Medio nublado,6,Noreste,67.33,24.79,Lunes,2023-09-11 14:00:00,56.09,30,95,19.8412,-96.6947,Veracruz de Ignacio de la Llave,114, 0.31, 0.00,13.05,29.08,10.56
Juchitepec,Cielo cubierto,6,Suroeste,224.72,15.62,Lunes,2023-09-11 14:00:00,46.61,15,50,19.1019,-98.8809,Estado de México,114, 0.17, 0.00,10.94,20.93,10.51
Juchitlán,Despejado,6,Sur,168.94,21.45,Lunes,2023-09-11 14:00:00,38.50,14,52,20.0836,-104.0983,Jalisco,114, 0.02, 0.00,13.05,28.42, 8.42
Juchitán,Cielo nublado,6,Suroeste,243.17,29.23,Lunes,2023-09-11 14:00:00,53.98,12,80,16.6271,-98.6367,Guerrero,114, 0.00, 0.00,13.60,33.97,13.38
Julimes,Cielo nublado,7,Sur,199.79,20.72,Lunes,2023-09-11 14:00:00,12.12,8,38,28.4231,-105.4306,Chihuahua,114, 0.00, 0.00, 6.34,36.57, 4.91
Jungapeo,Despejado,6,Suroeste,202.91,18.07,Lunes,2023-09-11 14:00:00,51.99,16,47,19.4587,-100.4946,Michoacán de Ocampo,114, 0.11, 0.00,11.29,22.68,11.00
Juárez,Despejado,6,Sureste,131.44,26.33,Lunes,2023-09-11 14:00:00,22.64,5,15,27.6065,-100.7271,Coahuila,114, 0.00, 0.00,25.20,37.76,23.68
Juárez Hidalgo,Despejado,6,Noreste,47.18,20.05,Lunes,2023-09-11 14:00:00,37.20,13,33,20.7837,-98.8289,Hidalgo,114, 0.00, 0.00,14.30,27.19,11.55
Jáltipan,Cielo nublado,6,Suroeste,233.05,29.61,Lunes,2023-09-11 14:00:00,67.76,30,89,17.9661,-94.7217,Veracruz de Ignacio de la Llave,114, 1.70,48.64, 8.76,32.59, 5.46
Kanasín,Medio nublado,6,Sureste,156.21,29.96,Lunes,2023-09-11 14:00:00,42.92,31,41,20.9346,-89.5581,Yucatán,114, 0.00,95.00, 9.56,36.53, 6.40
Kantunil,Cielo nublado,6,Este,86.92,29.62,Lunes,2023-09-11 14:00:00,33.68,31,42,20.7964,-89.0365,Yucatán,114, 0.00,95.00, 9.90,38.11, 9.32
Kaua,Medio nublado,6,Este,85.53,29.48,Lunes,2023-09-11 14:00:00,37.59,31,43,20.6201,-88.4146,Yucatán,114, 0.00,95.00,10.39,37.08, 6.12
Kinchil,Cielo cubierto,6,Sureste,115.99,29.46,Lunes,2023-09-11 14:00:00,44.13,31,44,20.9165,-89.9476,Yucatán,114, 0.00,95.00,13.35,35.86, 5.70
Kopomá,Cielo cubierto,6,Noreste,43.58,29.68,Lunes,2023-09-11 14:00:00,38.61,31,45,20.6490,-89.8995,Yucatán,114, 0.00,95.00, 8.40,37.07, 4.11
La Antigua,Cielo nublado,6,Este,80.50,27.44,Lunes,2023-09-11 14:00:00,64.66,30,16,19.3668,-96.3714,Veracruz de Ignacio de la Llave,114, 0.00, 0.00,11.83,30.73, 7.84
La Barca,Despejado,6,Suroeste,208.41,22.53,Lunes,2023-09-11 14:00:00,25.03,14,18,20.2903,-102.5419,Jalisco,114, 0.00, 0.00,16.73,32.95, 7.74
La Colorada,Poco nuboso,7,Sur,190.69,25.51,Lunes,2023-09-11 14:00:00,31.72,26,21,28.8029,-110.5807,Sonora,114, 0.00, 0.00,18.08,34.22,17.24
La Compañía,Cielo cubierto,6,Sureste,117.35,21.41,Lunes,2023-09-11 14:00:00,51.95,20,17,16.5582,-96.8200,Oaxaca,114, 0.95, 0.00, 8.96,26.16, 4.62
La Concordia,Medio nublado,6,Oeste,271.66,23.36,Lunes,2023-09-11 14:00:00,66.69,7,20,16.1167,-92.6879,Chiapas,114, 2.58,71.65, 7.72,26.41, 5.19
La Cruz,Poco nuboso,7,Sur,171.84,19.99,Lunes,2023-09-11 14:00:00,12.73,8,16,27.8639,-105.1964,Chihuahua,114, 0.00, 0.00, 7.43,35.34, 6.11
La Grandeza,Cielo nublado,6,Sur,164.40,21.33,Lunes,2023-09-11 14:00:00,82.78,7,36,15.5101,-92.2259,Chiapas,114, 1.47,95.00, 6.27,22.68, 6.17
La Huacana,Medio nublado,6,Suroeste,244.44,28.11,Lunes,2023-09-11 14:00:00,49.88,16,35,18.9629,-101.8089,Michoacán de Ocampo,114, 0.40, 0.00, 6.53,33.45, 3.72
La Huerta,Medio nublado,6,Suroeste,221.25,29.86,Lunes,2023-09-11 14:00:00,55.96,14,43,19.4850,-104.6433,Jalisco,114, 0.50, 0.00,13.46,34.36,12.26
La Independencia,Poco nuboso,6,Noreste,66.73,22.11,Lunes,2023-09-11 14:00:00,48.49,7,41,16.2539,-92.0235,Chiapas,114, 0.08,81.05,18.00,27.39,13.57
La Libertad,Poco nuboso,6,Noreste,48.58,30.95,Lunes,2023-09-11 14:00:00,59.78,7,50,17.6901,-91.7191,Chiapas,114, 0.17,95.00,15.94,34.94,15.15
La Magdalena Contreras,Cielo cubierto,6,Noreste,54.74,10.12,Lunes,2023-09-11 14:00:00,31.52,9,8,19.3049,-99.2415,Ciudad de México,114, 0.13, 0.00,11.75,17.86,11.36
La Magdalena Tlaltelulco,Cielo nublado,6,Sur,202.36,13.13,Lunes,2023-09-11 14:00:00,32.08,29,48,19.2774,-98.1950,Tlaxcala,114, 0.00, 0.00, 7.01,20.93, 4.96
La Magdalena Tlatlauquitepec,Cielo nublado,6,Suroeste,218.64,18.05,Lunes,2023-09-11 14:00:00,32.19,21,95,18.7585,-98.1007,Puebla,114, 0.00, 0.00,11.64,26.14, 9.32
La Manzanilla de la Paz,Despejado,6,Noreste,53.76,20.25,Lunes,2023-09-11 14:00:00,35.19,14,57,20.0044,-103.1500,Jalisco,114, 0.00, 0.00,13.02,27.82, 7.95
La Misión,Despejado,6,Noreste,54.89,20.90,Lunes,2023-09-11 14:00:00,34.68,13,40,21.0994,-99.1232,Hidalgo,114, 0.00, 0.00,13.75,28.62,12.21
La Paz,Cielo cubierto,6,Noroeste,292.90,15.74,Lunes,2023-09-11 14:00:00,27.26,15,70,19.3584,-98.9766,Estado de México,114, 0.03, 0.00,11.68,24.89, 7.70
La Pe,Cielo cubierto,6,Este,104.31,21.50,Lunes,2023-09-11 14:00:00,48.35,20,69,16.6300,-96.7997,Oaxaca,114, 0.41, 0.00, 8.14,26.77, 4.46
La Perla,Cielo nublado,6,Este,106.85,16.47,Lunes,2023-09-11 14:00:00,57.30,30,127,18.9276,-97.1340,Veracruz de Ignacio de la Llave,114, 0.50, 0.00,11.58,20.35, 8.90
La Piedad,Despejado,6,Noreste,62.19,21.36,Lunes,2023-09-11 14:00:00,22.54,16,69,20.3415,-102.0226,Michoacán de Ocampo,114, 0.00, 0.00,16.25,32.40,10.03
La Reforma,Cielo cubierto,6,Oeste,252.22,26.54,Lunes,2023-09-11 14:00:00,62.94,20,76,16.6233,-97.8445,Oaxaca,114, 1.18, 6.67, 6.48,30.01, 6.17
La Trinidad Vista Hermosa,Cielo cubierto,6,Este,73.30,15.91,Lunes,2023-09-11 14:00:00,38.90,20,556,17.7726,-97.5058,Oaxaca,114, 0.10, 0.00,13.90,22.50,10.50
La Trinitaria,Poco nuboso,6,Sureste,113.15,24.30,Lunes,2023-09-11 14:00:00,47.56,7,99,16.1191,-92.0505,Chiapas,114, 0.89,83.02,17.48,29.86, 9.58
La Unión de Isidoro Montes de Oca,Medio nublado,6,Suroeste,220.56,29.36,Lunes,2023-09-11 14:00:00,60.55,12,68,17.9823,-101.8057,Guerrero,114, 1.70, 0.00,12.98,33.22,12.39
La Yesca,Despejado,7,Suroeste,241.92,21.95,Lunes,2023-09-11 14:00:00,40.80,18,19,21.3189,-104.0098,Nayarit,114, 0.40, 0.00,16.56,28.73, 7.39
Lafragua,Medio nublado,6,Sureste,117.43,15.21,Lunes,2023-09-11 14:00:00,47.72,21,93,19.2964,-97.2990,Puebla,114, 0.33, 0.00,13.35,20.32, 9.87
Lagos de Moreno,Despejado,6,Noreste,61.12,16.13,Lunes,2023-09-11 14:00:00,19.55,14,53,21.3564,-101.9292,Jalisco,114, 0.00, 0.00,20.98,27.77,17.92
Lagunillas,Despejado,6,Noreste,66.11,17.44,Lunes,2023-09-11 14:00:00,38.00,16,48,19.5646,-101.4148,Michoacán de Ocampo,114, 0.00, 0.00,11.12,24.29, 7.85
Lamadrid,Despejado,6,Este,97.05,21.87,Lunes,2023-09-11 14:00:00,22.80,5,16,27.0485,-101.7936,Coahuila,114, 0.00, 0.00,18.40,32.86,13.85
Lampazos de Naranjo,Despejado,6,Este,106.56,25.59,Lunes,2023-09-11 14:00:00,20.87,19,32,27.0253,-100.5043,Nuevo León,114, 0.00, 0.00,27.58,37.62,25.53
Landa de Matamoros,Despejado,6,Este,78.25,21.24,Lunes,2023-09-11 14:00:00,30.57,22,10,21.1835,-99.3219,Querétaro de Arteaga,114, 0.00, 0.00,12.40,29.98,12.24
Landero y Coss,Cielo nublado,6,Noreste,57.06,21.62,Lunes,2023-09-11 14:00:00,54.38,30,96,19.7352,-96.8516,Veracruz de Ignacio de la Llave,114, 0.36, 0.00, 8.86,26.03, 6.79
Larráinzar,Cielo nublado,6,Oeste,265.80,21.13,Lunes,2023-09-11 14:00:00,78.53,7,49,16.8844,-92.7133,Chiapas,114, 0.95,95.00,10.47,22.86, 5.13
Las Choapas,Cielo cubierto,6,Sur,172.61,28.98,Lunes,2023-09-11 14:00:00,74.75,30,61,17.9093,-94.0903,Veracruz de Ignacio de la Llave,114, 2.10,73.66,11.50,31.19, 5.74
Las Margaritas,Poco nuboso,6,Este,81.10,22.59,Lunes,2023-09-11 14:00:00,45.83,7,52,16.3159,-91.9816,Chiapas,114, 0.17,59.86,18.00,28.32,11.08
Las Minas,Cielo nublado,6,Noreste,45.95,17.30,Lunes,2023-09-11 14:00:00,54.50,30,107,19.6909,-97.1461,Veracruz de Ignacio de la Llave,114, 0.11, 0.00,13.21,21.55, 9.30
